n_cases,WT,TC,ET,RC,mean_wt_tc_et,dice_1_netc,dice_2_snf_h,dice_3_et,dice_4_rc
144,0.9021374815626899,0.7186212289439499,0.7387053773693609,0.7111823386483177,0.7864880292920002,0.7027341753329632,0.8940617940788782,0.7387053773693609,0.7111823386483177
