case_id,WT,TC,ET,RC,mean_wt_tc_et,dice_1_netc,dice_2_snf_h,dice_3_et,dice_4_rc
BraTS-GLI-02926-101,0.8897352531351602,0.8894157021335937,0.8912797281993206,0.0,0.8901435611560249,0.09345794392523364,0.8846460903490141,0.8912797281993206,0.0
BraTS-GLI-02968-100,0.854243999010146,0.0,0.0,0.8989082423535295,0.28474799967004866,1.0,0.8416503341876477,0.0,0.8989082423535295
BraTS-GLI-02968-101,0.7877567062985162,0.7352380952380952,0.7352380952380952,0.759424426210013,0.7527442989249021,1.0,0.7853294653957729,0.7352380952380952,0.759424426210013
BraTS-GLI-02977-100,0.7738582991905666,0.0,0.0,0.8703406456215445,0.25795276639685555,1.0,0.7824504650222402,0.0,0.8703406456215445
BraTS-GLI-02977-101,0.8327326690693237,1.0,1.0,0.9007213259181763,0.9442442230231078,1.0,0.8327326690693237,1.0,0.9007213259181763
BraTS-GLI-02980-100,0.8715453612683282,1.0,1.0,0.9341577540106952,0.9571817870894428,1.0,0.8715453612683282,1.0,0.9341577540106952
BraTS-GLI-02980-101,0.9530094672102827,1.0,1.0,0.9531316939422501,0.9843364890700942,1.0,0.9530094672102827,1.0,0.9531316939422501
BraTS-GLI-02994-100,0.8062852297101811,0.0,0.0,0.7881630260240104,0.268761743236727,1.0,0.800877905053967,0.0,0.7881630260240104
BraTS-GLI-02994-101,0.8785033227390927,0.0,0.0,0.8950922761449077,0.2928344409130309,1.0,0.8773156239077246,0.0,0.8950922761449077
BraTS-GLI-03005-100,0.9271033590828061,0.9393379741440545,0.9388627618640445,0.0,0.9351013650303016,0.45454545454545453,0.921850703464715,0.9388627618640445,0.0
BraTS-GLI-03005-101,0.9052575279456597,0.9102564102564102,0.9100154764536812,0.603290676416819,0.9085098048852505,0.0,0.9021031688043075,0.9100154764536812,0.603290676416819
BraTS-GLI-03008-100,0.9123208572840533,0.8779587831207065,0.8948338727518538,0.9073522715331536,0.8950378377188711,0.3330206378986867,0.9203990742721562,0.8948338727518538,0.9073522715331536
BraTS-GLI-03008-101,0.8932360370474319,0.8518999621816269,0.8992757878254062,0.8717196529238165,0.8814705956848217,0.4233576642335766,0.8638360892500887,0.8992757878254062,0.8717196529238165
BraTS-GLI-03011-100,0.877140777876607,0.9334075015893197,0.9012925969447708,0.0,0.9039469588035658,0.8697301854974705,0.8577683254644904,0.9012925969447708,0.0
BraTS-GLI-03011-101,0.8142717415838356,0.897262783273146,0.85070099757347,1.0,0.8540785074768172,0.8136267852961836,0.7814334321587043,0.85070099757347,1.0
BraTS-GLI-03029-100,0.90405700265276,0.8011472275334608,0.7524801587301587,0.8604651162790697,0.8192281296387932,0.3169107856191744,0.8891412759542813,0.7524801587301587,0.8604651162790697
BraTS-GLI-03029-101,0.898679794137391,0.6161305964118312,0.6117889671764908,0.526487747957993,0.7088664525752376,0.11413043478260869,0.8780065630521798,0.6117889671764908,0.526487747957993
BraTS-GLI-03063-100,0.9269514401001809,0.8753200709080166,0.9008319222557609,0.9339064788973364,0.9010344777546528,0.6140776699029126,0.9230669518439303,0.9008319222557609,0.9339064788973364
