case_id,NETC_tp,NETC_fp,NETC_fn,NETC_prec,NETC_rec,NETC_f1,NETC_lesion_dice,SNFH_tp,SNFH_fp,SNFH_fn,SNFH_prec,SNFH_rec,SNFH_f1,SNFH_lesion_dice,ET_tp,ET_fp,ET_fn,ET_prec,ET_rec,ET_f1,ET_lesion_dice,RC_tp,RC_fp,RC_fn,RC_prec,RC_rec,RC_f1,RC_lesion_dice
BraTS-GLI-02327-100,1,0,3,0.9999999900000002,0.249999999375,0.3999999952,0.3870967743912591,5,5,3,0.49999999949999996,0.6249999992187499,0.5555555500000001,0.7010893550619391,1,2,1,0.3333333322222222,0.4999999975,0.39999999360000005,0.8901170351105728,1,0,0,0.9999999900000002,0.9999999900000002,0.9999999850000002,0.9633701347305474
BraTS-GLI-02341-100,4,5,3,0.4444444439506172,0.571428570612245,0.49999999445312515,0.6781293116340481,4,8,6,0.3333333330555555,0.3999999996,0.3636363583471074,0.6171751103354342,1,3,3,0.249999999375,0.249999999375,0.2499999943750001,0.9630660823236292,0,0,0,0.0,0.0,0.0,0.0
BraTS-GLI-02355-100,7,1,1,0.8749999989062499,0.8749999989062499,0.8749999939062499,0.398088721868334,1,1,0,0.4999999975,0.9999999900000002,0.6666666577777778,0.9805655344980879,1,0,0,0.9999999900000002,0.9999999900000002,0.9999999850000002,0.9878700961010082,0,0,3,0.0,0.0,0.0,0.0
BraTS-GLI-02365-100,19,4,2,0.8260869561625709,0.9047619043310657,0.8636363582541322,0.8724108304386187,4,25,8,0.1379310344351962,0.3333333330555555,0.1951219469839382,0.6298855505169872,1,1,2,0.4999999975,0.3333333322222222,0.39999999360000005,0.9803663027223479,0,1,0,0.0,0.0,0.0,0.0
BraTS-GLI-02380-100,0,1,0,0.0,0.0,0.0,0.0,6,18,8,0.24999999989583332,0.4285714282653061,0.31578946886426595,0.46716307384992156,1,3,1,0.249999999375,0.4999999975,0.33333332777777785,0.9464208555379647,1,1,0,0.4999999975,0.9999999900000002,0.6666666577777778,0.2972784939638644
BraTS-GLI-02403-100,6,5,15,0.5454545449586776,0.2857142855782313,0.3749999952539063,0.6396489386931409,2,7,8,0.2222222219753086,0.1999999998,0.21052631058171756,0.5584586869437032,1,1,2,0.4999999975,0.3333333322222222,0.39999999360000005,0.9432662148765795,1,0,6,0.9999999900000002,0.14285714265306124,0.24999999718750004,0.9142559109875125
BraTS-GLI-02498-100,2,2,1,0.49999999875,0.6666666644444444,0.5714285648979592,0.5347217549301991,1,0,0,0.9999999900000002,0.9999999900000002,0.9999999850000002,0.9804722200576669,1,0,1,0.9999999900000002,0.4999999975,0.6666666577777778,0.9721283149275141,0,1,1,0.0,0.0,0.0,0.0
BraTS-GLI-02498-101,0,0,0,0.0,0.0,0.0,0.0,2,0,0,0.999999995,0.999999995,0.9999999900000001,0.9166985289011751,3,1,10,0.7499999981250001,0.23076923059171597,0.35294117245674744,0.4105421097068747,1,0,0,0.9999999900000002,0.9999999900000002,0.9999999850000002,0.9663633164060705
BraTS-GLI-02498-102,1,0,0,0.9999999900000002,0.9999999900000002,0.9999999850000002,0.8582494190560941,1,0,0,0.9999999900000002,0.9999999900000002,0.9999999850000002,0.9778551175259937,5,2,0,0.7142857132653061,0.9999999980000001,0.8333333270833335,0.7525183583238786,1,1,2,0.4999999975,0.3333333322222222,0.39999999360000005,0.6527838033266048
BraTS-GLI-02520-100,0,3,2,0.0,0.0,0.0,0.0,2,2,4,0.49999999875,0.33333333277777777,0.3999999944,0.48083054109125245,2,5,11,0.2857142853061225,0.15384615372781063,0.1999999952500001,0.7717419629337777,0,1,1,0.0,0.0,0.0,0.0
BraTS-GLI-02520-101,9,22,3,0.29032258055150884,0.749999999375,0.4186046469442942,0.5809317506895596,2,4,3,0.33333333277777777,0.3999999992,0.36363635801652905,0.5564759110244704,2,6,27,0.24999999968749997,0.0689655172175981,0.10810810466033612,0.5180252894586465,1,1,2,0.4999999975,0.3333333322222222,0.39999999360000005,0.0009714396745667657
BraTS-GLI-02520-102,3,7,15,0.29999999969999996,0.16666666657407406,0.21428570954081638,0.48927223325761243,8,15,13,0.347826086805293,0.38095238077097504,0.36363635848140496,0.5811658775030452,9,3,9,0.749999999375,0.4999999997222222,0.5999999948,0.5859187368969485,1,0,19,0.9999999900000002,0.049999999975,0.09523809424036282,0.8658736221761676
BraTS-GLI-02520-103,0,0,1,0.0,0.0,0.0,0.0,2,2,5,0.49999999875,0.2857142853061225,0.36363635834710756,0.9019252665865776,4,1,6,0.7999999984,0.3999999996,0.5333333281777778,0.4725751412770428,1,0,4,0.9999999900000002,0.1999999996,0.33333332944444444,0.9557649873172432
BraTS-GLI-02520-104,0,1,1,0.0,0.0,0.0,0.0,4,3,4,0.571428570612245,0.49999999937499995,0.5333333276444445,0.6883803401696267,2,2,2,0.49999999875,0.49999999875,0.4999999937500001,0.9067074559000832,1,0,0,0.9999999900000002,0.9999999900000002,0.9999999850000002,0.982998528950736
BraTS-GLI-02553-100,2,4,0,0.33333333277777777,0.999999995,0.49999999500000003,0.4692965904638115,2,2,6,0.49999999875,0.24999999968749997,0.33333332833333335,0.5247609629900737,5,1,16,0.8333333319444445,0.23809523798185941,0.3703703666392319,0.5532444282911542,2,0,752,0.999999995,0.0026525198938640248,0.0052910052380952385,0.10541491228067448
BraTS-GLI-02553-101,5,6,43,0.45454545413223135,0.10416666664496528,0.16949152233266304,0.3905907239038135,5,6,12,0.45454545413223135,0.29411764688581316,0.357142852117347,0.7118571499302191,3,6,3,0.3333333329629629,0.49999999916666665,0.3999999946666667,0.6777246224860346,1,0,4,0.9999999900000002,0.1999999996,0.33333332944444444,0.938245442443022
